path,weather,image_id,pred,task,model
../dataset/test/images/flooding_test_00272.jpg,flooding,flooding_test_00272,flooding,wc,claude-opus-4-7
../dataset/test/images/fog_test_00027.jpg,fog,fog_test_00027,fog,wc,claude-opus-4-7
../dataset/test/images/snow_test_00328.jpg,snow,snow_test_00328,snow,wc,claude-opus-4-7
../dataset/test/images/wildfire_test_00079.jpg,wildfire,wildfire_test_00079,wildfire,wc,claude-opus-4-7
../dataset/test/images/tornado_test_00094.jpg,tornado,tornado_test_00094,tornado,wc,claude-opus-4-7
../dataset/test/images/dust_test_00019.jpg,haze/sand/dust,dust_test_00019,fog,wc,claude-opus-4-7
../dataset/test/images/flooding_test_00627.jpg,flooding,flooding_test_00627,flooding,wc,claude-opus-4-7
../dataset/test/images/wildfire_test_00119.jpg,wildfire,wildfire_test_00119,wildfire,wc,claude-opus-4-7
../dataset/test/images/heavy_rain_test_00144.jpg,rain,heavy_rain_test_00144,rain,wc,claude-opus-4-7
../dataset/test/images/heavy_rain_test_00046.jpg,rain,heavy_rain_test_00046,rain,wc,claude-opus-4-7
../dataset/test/images/dust_test_00039.jpg,haze/sand/dust,dust_test_00039,fog,wc,claude-opus-4-7
../dataset/test/images/wildfire_test_00247.jpg,wildfire,wildfire_test_00247,wildfire,wc,claude-opus-4-7
../dataset/test/images/fog_test_00102.jpg,fog,fog_test_00102,fog,wc,claude-opus-4-7
../dataset/test/images/tornado_test_00066.jpg,tornado,tornado_test_00066,tornado,wc,claude-opus-4-7
../dataset/test/images/fog_test_00099.jpg,fog,fog_test_00099,fog,wc,claude-opus-4-7
../dataset/test/images/fog_test_00004.jpg,fog,fog_test_00004,rain,wc,claude-opus-4-7
../dataset/test/images/tornado_test_00036.jpg,tornado,tornado_test_00036,fog,wc,claude-opus-4-7
../dataset/test/images/dust_test_00017.jpg,haze/sand/dust,dust_test_00017,haze/sand/dust,wc,claude-opus-4-7
../dataset/test/images/wildfire_test_00054.jpg,wildfire,wildfire_test_00054,wildfire,wc,claude-opus-4-7
../dataset/test/images/heavy_rain_test_00078.jpg,rain,heavy_rain_test_00078,rain,wc,claude-opus-4-7
../dataset/test/images/fog_test_00042.jpg,fog,fog_test_00042,fog,wc,claude-opus-4-7
../dataset/test/images/dust_test_00134.jpg,haze/sand/dust,dust_test_00134,fog,wc,claude-opus-4-7
../dataset/test/images/dust_test_00016.jpg,haze/sand/dust,dust_test_00016,haze/sand/dust,wc,claude-opus-4-7
../dataset/test/images/tornado_test_00125.jpg,tornado,tornado_test_00125,rain,wc,claude-opus-4-7
../dataset/test/images/dust_test_00013.jpg,haze/sand/dust,dust_test_00013,haze/sand/dust,wc,claude-opus-4-7
../dataset/test/images/flooding_test_01002.jpg,flooding,flooding_test_01002,rain,wc,claude-opus-4-7
../dataset/test/images/tornado_test_00081.jpg,tornado,tornado_test_00081,haze/sand/dust,wc,claude-opus-4-7
../dataset/test/images/wildfire_test_00132.jpg,wildfire,wildfire_test_00132,wildfire,wc,claude-opus-4-7
../dataset/test/images/dust_test_00069.jpg,haze/sand/dust,dust_test_00069,fog,wc,claude-opus-4-7
../dataset/test/images/flooding_test_00114.jpg,flooding,flooding_test_00114,flooding,wc,claude-opus-4-7
../dataset/test/images/flooding_test_00557.jpg,flooding,flooding_test_00557,flooding,wc,claude-opus-4-7
../dataset/test/images/heavy_rain_test_00153.jpg,rain,heavy_rain_test_00153,rain,wc,claude-opus-4-7
../dataset/test/images/tornado_test_00085.jpg,tornado,tornado_test_00085,haze/sand/dust,wc,claude-opus-4-7
../dataset/test/images/wildfire_test_00121.jpg,wildfire,wildfire_test_00121,wildfire,wc,claude-opus-4-7
../dataset/test/images/snow_test_00171.jpg,snow,snow_test_00171,snow,wc,claude-opus-4-7
../dataset/test/images/tornado_test_00130.jpg,tornado,tornado_test_00130,flooding,wc,claude-opus-4-7
../dataset/test/images/flooding_test_00812.jpg,flooding,flooding_test_00812,rain,wc,claude-opus-4-7
../dataset/test/images/snow_test_00262.jpg,snow,snow_test_00262,snow,wc,claude-opus-4-7
../dataset/test/images/tornado_test_00113.jpg,tornado,tornado_test_00113,tornado,wc,claude-opus-4-7
../dataset/test/images/dust_test_00032.jpg,haze/sand/dust,dust_test_00032,haze/sand/dust,wc,claude-opus-4-7
../dataset/test/images/dust_test_00021.jpg,haze/sand/dust,dust_test_00021,haze/sand/dust,wc,claude-opus-4-7
../dataset/test/images/snow_test_00159.jpg,snow,snow_test_00159,snow,wc,claude-opus-4-7
../dataset/test/images/tornado_test_00076.jpg,tornado,tornado_test_00076,rain,wc,claude-opus-4-7
../dataset/test/images/dust_test_00044.jpg,haze/sand/dust,dust_test_00044,fog,wc,claude-opus-4-7
../dataset/test/images/heavy_rain_test_00239.jpg,rain,heavy_rain_test_00239,rain,wc,claude-opus-4-7
../dataset/test/images/tornado_test_00145.jpg,tornado,tornado_test_00145,rain,wc,claude-opus-4-7
../dataset/test/images/heavy_rain_test_00095.jpg,rain,heavy_rain_test_00095,rain,wc,claude-opus-4-7
../dataset/test/images/wildfire_test_00202.jpg,wildfire,wildfire_test_00202,wildfire,wc,claude-opus-4-7
../dataset/test/images/fog_test_00003.jpg,fog,fog_test_00003,fog,wc,claude-opus-4-7
../dataset/test/images/fog_test_00051.jpg,fog,fog_test_00051,fog,wc,claude-opus-4-7
../dataset/test/images/snow_test_00095.jpg,snow,snow_test_00095,snow,wc,claude-opus-4-7
../dataset/test/images/tornado_test_00102.jpg,tornado,tornado_test_00102,tornado,wc,claude-opus-4-7
../dataset/test/images/heavy_rain_test_00213.jpg,rain,heavy_rain_test_00213,rain,wc,claude-opus-4-7
../dataset/test/images/tornado_test_00026.jpg,tornado,tornado_test_00026,tornado,wc,claude-opus-4-7
../dataset/test/images/heavy_rain_test_00248.jpg,rain,heavy_rain_test_00248,rain,wc,claude-opus-4-7
../dataset/test/images/wildfire_test_00066.jpg,wildfire,wildfire_test_00066,wildfire,wc,claude-opus-4-7
../dataset/test/images/flooding_test_00666.jpg,flooding,flooding_test_00666,flooding,wc,claude-opus-4-7
../dataset/test/images/snow_test_00275.jpg,snow,snow_test_00275,snow,wc,claude-opus-4-7
../dataset/test/images/dust_test_00072.jpg,haze/sand/dust,dust_test_00072,haze/sand/dust,wc,claude-opus-4-7
../dataset/test/images/snow_test_00309.jpg,snow,snow_test_00309,snow,wc,claude-opus-4-7
../dataset/test/images/wildfire_test_00106.jpg,wildfire,wildfire_test_00106,wildfire,wc,claude-opus-4-7
../dataset/test/images/fog_test_00083.jpg,fog,fog_test_00083,fog,wc,claude-opus-4-7
../dataset/test/images/wildfire_test_00186.jpg,wildfire,wildfire_test_00186,wildfire,wc,claude-opus-4-7
../dataset/test/images/wildfire_test_00261.jpg,wildfire,wildfire_test_00261,wildfire,wc,claude-opus-4-7
../dataset/test/images/tornado_test_00054.jpg,tornado,tornado_test_00054,fog,wc,claude-opus-4-7
../dataset/test/images/heavy_rain_test_00190.jpg,rain,heavy_rain_test_00190,rain,wc,claude-opus-4-7
../dataset/test/images/wildfire_test_00052.jpg,wildfire,wildfire_test_00052,wildfire,wc,claude-opus-4-7
../dataset/test/images/wildfire_test_00086.jpg,wildfire,wildfire_test_00086,wildfire,wc,claude-opus-4-7
../dataset/test/images/dust_test_00078.jpg,haze/sand/dust,dust_test_00078,fog,wc,claude-opus-4-7
../dataset/test/images/flooding_test_00266.jpg,flooding,flooding_test_00266,flooding,wc,claude-opus-4-7
../dataset/test/images/fog_test_00018.jpg,fog,fog_test_00018,rain,wc,claude-opus-4-7
../dataset/test/images/heavy_rain_test_00215.jpg,rain,heavy_rain_test_00215,rain,wc,claude-opus-4-7
../dataset/test/images/flooding_test_00841.jpg,flooding,flooding_test_00841,rain,wc,claude-opus-4-7
../dataset/test/images/tornado_test_00110.jpg,tornado,tornado_test_00110,tornado,wc,claude-opus-4-7
../dataset/test/images/dust_test_00112.jpg,haze/sand/dust,dust_test_00112,fog,wc,claude-opus-4-7
../dataset/test/images/heavy_rain_test_00226.jpg,rain,heavy_rain_test_00226,rain,wc,claude-opus-4-7
../dataset/test/images/flooding_test_00421.jpg,flooding,flooding_test_00421,flooding,wc,claude-opus-4-7
../dataset/test/images/heavy_rain_test_00162.jpg,rain,heavy_rain_test_00162,rain,wc,claude-opus-4-7
../dataset/test/images/wildfire_test_00110.jpg,wildfire,wildfire_test_00110,wildfire,wc,claude-opus-4-7
../dataset/test/images/heavy_rain_test_00019.jpg,rain,heavy_rain_test_00019,rain,wc,claude-opus-4-7
../dataset/test/images/snow_test_00054.jpg,snow,snow_test_00054,snow,wc,claude-opus-4-7
../dataset/test/images/wildfire_test_00085.jpg,wildfire,wildfire_test_00085,wildfire,wc,claude-opus-4-7
../dataset/test/images/fog_test_00025.jpg,fog,fog_test_00025,fog,wc,claude-opus-4-7
../dataset/test/images/wildfire_test_00241.jpg,wildfire,wildfire_test_00241,wildfire,wc,claude-opus-4-7
../dataset/test/images/heavy_rain_test_00132.jpg,rain,heavy_rain_test_00132,rain,wc,claude-opus-4-7
../dataset/test/images/dust_test_00049.jpg,haze/sand/dust,dust_test_00049,haze/sand/dust,wc,claude-opus-4-7
../dataset/test/images/flooding_test_00257.jpg,flooding,flooding_test_00257,flooding,wc,claude-opus-4-7
../dataset/test/images/heavy_rain_test_00107.jpg,rain,heavy_rain_test_00107,rain,wc,claude-opus-4-7
../dataset/test/images/fog_test_00030.jpg,fog,fog_test_00030,rain,wc,claude-opus-4-7
../dataset/test/images/tornado_test_00122.jpg,tornado,tornado_test_00122,tornado,wc,claude-opus-4-7
../dataset/test/images/heavy_rain_test_00131.jpg,rain,heavy_rain_test_00131,rain,wc,claude-opus-4-7
../dataset/test/images/fog_test_00068.jpg,fog,fog_test_00068,fog,wc,claude-opus-4-7
../dataset/test/images/dust_test_00051.jpg,haze/sand/dust,dust_test_00051,fog,wc,claude-opus-4-7
../dataset/test/images/snow_test_00103.jpg,snow,snow_test_00103,snow,wc,claude-opus-4-7
../dataset/test/images/heavy_rain_test_00210.jpg,rain,heavy_rain_test_00210,rain,wc,claude-opus-4-7
../dataset/test/images/snow_test_00288.jpg,snow,snow_test_00288,snow,wc,claude-opus-4-7
../dataset/test/images/wildfire_test_00236.jpg,wildfire,wildfire_test_00236,wildfire,wc,claude-opus-4-7
../dataset/test/images/tornado_test_00014.jpg,tornado,tornado_test_00014,tornado,wc,claude-opus-4-7
../dataset/test/images/flooding_test_00307.jpg,flooding,flooding_test_00307,flooding,wc,claude-opus-4-7
../dataset/test/images/fog_test_00026.jpg,fog,fog_test_00026,fog,wc,claude-opus-4-7
../dataset/test/images/dust_test_00065.jpg,haze/sand/dust,dust_test_00065,fog,wc,claude-opus-4-7
../dataset/test/images/wildfire_test_00209.jpg,wildfire,wildfire_test_00209,wildfire,wc,claude-opus-4-7
../dataset/test/images/fog_test_00097.jpg,fog,fog_test_00097,fog,wc,claude-opus-4-7
../dataset/test/images/heavy_rain_test_00195.jpg,rain,heavy_rain_test_00195,rain,wc,claude-opus-4-7
../dataset/test/images/dust_test_00006.jpg,haze/sand/dust,dust_test_00006,wildfire,wc,claude-opus-4-7
../dataset/test/images/flooding_test_00230.jpg,flooding,flooding_test_00230,flooding,wc,claude-opus-4-7
../dataset/test/images/snow_test_00279.jpg,snow,snow_test_00279,snow,wc,claude-opus-4-7
../dataset/test/images/fog_test_00033.jpg,fog,fog_test_00033,fog,wc,claude-opus-4-7
../dataset/test/images/snow_test_00272.jpg,snow,snow_test_00272,snow,wc,claude-opus-4-7
../dataset/test/images/heavy_rain_test_00030.jpg,rain,heavy_rain_test_00030,rain,wc,claude-opus-4-7
../dataset/test/images/fog_test_00045.jpg,fog,fog_test_00045,fog,wc,claude-opus-4-7
../dataset/test/images/tornado_test_00133.jpg,tornado,tornado_test_00133,flooding,wc,claude-opus-4-7
../dataset/test/images/dust_test_00090.jpg,haze/sand/dust,dust_test_00090,fog,wc,claude-opus-4-7
../dataset/test/images/snow_test_00311.jpg,snow,snow_test_00311,snow,wc,claude-opus-4-7
../dataset/test/images/flooding_test_00748.jpg,flooding,flooding_test_00748,rain,wc,claude-opus-4-7
../dataset/test/images/wildfire_test_00098.jpg,wildfire,wildfire_test_00098,wildfire,wc,claude-opus-4-7
../dataset/test/images/dust_test_00026.jpg,haze/sand/dust,dust_test_00026,haze/sand/dust,wc,claude-opus-4-7
../dataset/test/images/tornado_test_00073.jpg,tornado,tornado_test_00073,tornado,wc,claude-opus-4-7
../dataset/test/images/fog_test_00101.jpg,fog,fog_test_00101,fog,wc,claude-opus-4-7
../dataset/test/images/dust_test_00029.jpg,haze/sand/dust,dust_test_00029,haze/sand/dust,wc,claude-opus-4-7
../dataset/test/images/fog_test_00078.jpg,fog,fog_test_00078,fog,wc,claude-opus-4-7
../dataset/test/images/heavy_rain_test_00187.jpg,rain,heavy_rain_test_00187,rain,wc,claude-opus-4-7
../dataset/test/images/snow_test_00258.jpg,snow,snow_test_00258,snow,wc,claude-opus-4-7
../dataset/test/images/flooding_test_00622.jpg,flooding,flooding_test_00622,flooding,wc,claude-opus-4-7
../dataset/test/images/fog_test_00012.jpg,fog,fog_test_00012,fog,wc,claude-opus-4-7
../dataset/test/images/heavy_rain_test_00168.jpg,rain,heavy_rain_test_00168,rain,wc,claude-opus-4-7
../dataset/test/images/tornado_test_00114.jpg,tornado,tornado_test_00114,tornado,wc,claude-opus-4-7
../dataset/test/images/fog_test_00087.jpg,fog,fog_test_00087,fog,wc,claude-opus-4-7
../dataset/test/images/heavy_rain_test_00052.jpg,rain,heavy_rain_test_00052,rain,wc,claude-opus-4-7
../dataset/test/images/fog_test_00031.jpg,fog,fog_test_00031,fog,wc,claude-opus-4-7
../dataset/test/images/fog_test_00063.jpg,fog,fog_test_00063,fog,wc,claude-opus-4-7
../dataset/test/images/snow_test_00027.jpg,snow,snow_test_00027,snow,wc,claude-opus-4-7
../dataset/test/images/tornado_test_00058.jpg,tornado,tornado_test_00058,tornado,wc,claude-opus-4-7
../dataset/test/images/fog_test_00006.jpg,fog,fog_test_00006,fog,wc,claude-opus-4-7
../dataset/test/images/fog_test_00044.jpg,fog,fog_test_00044,fog,wc,claude-opus-4-7
../dataset/test/images/flooding_test_00862.jpg,flooding,flooding_test_00862,rain,wc,claude-opus-4-7
../dataset/test/images/wildfire_test_00194.jpg,wildfire,wildfire_test_00194,wildfire,wc,claude-opus-4-7
../dataset/test/images/flooding_test_00822.jpg,flooding,flooding_test_00822,rain,wc,claude-opus-4-7
../dataset/test/images/tornado_test_00109.jpg,tornado,tornado_test_00109,tornado,wc,claude-opus-4-7
../dataset/test/images/heavy_rain_test_00209.jpg,rain,heavy_rain_test_00209,rain,wc,claude-opus-4-7
../dataset/test/images/snow_test_00168.jpg,snow,snow_test_00168,snow,wc,claude-opus-4-7
../dataset/test/images/fog_test_00035.jpg,fog,fog_test_00035,rain,wc,claude-opus-4-7
../dataset/test/images/flooding_test_00962.jpg,flooding,flooding_test_00962,rain,wc,claude-opus-4-7
../dataset/test/images/dust_test_00095.jpg,haze/sand/dust,dust_test_00095,fog,wc,claude-opus-4-7
../dataset/test/images/fog_test_00011.jpg,fog,fog_test_00011,fog,wc,claude-opus-4-7
../dataset/test/images/wildfire_test_00249.jpg,wildfire,wildfire_test_00249,wildfire,wc,claude-opus-4-7
../dataset/test/images/dust_test_00008.jpg,haze/sand/dust,dust_test_00008,haze/sand/dust,wc,claude-opus-4-7
../dataset/test/images/flooding_test_00806.jpg,flooding,flooding_test_00806,rain,wc,claude-opus-4-7
../dataset/test/images/snow_test_00253.jpg,snow,snow_test_00253,snow,wc,claude-opus-4-7
../dataset/test/images/wildfire_test_00024.jpg,wildfire,wildfire_test_00024,wildfire,wc,claude-opus-4-7
../dataset/test/images/tornado_test_00042.jpg,tornado,tornado_test_00042,tornado,wc,claude-opus-4-7
../dataset/test/images/flooding_test_00793.jpg,flooding,flooding_test_00793,rain,wc,claude-opus-4-7
../dataset/test/images/tornado_test_00147.jpg,tornado,tornado_test_00147,tornado,wc,claude-opus-4-7
../dataset/test/images/snow_test_00038.jpg,snow,snow_test_00038,snow,wc,claude-opus-4-7
../dataset/test/images/wildfire_test_00112.jpg,wildfire,wildfire_test_00112,wildfire,wc,claude-opus-4-7
../dataset/test/images/wildfire_test_00013.jpg,wildfire,wildfire_test_00013,wildfire,wc,claude-opus-4-7
../dataset/test/images/tornado_test_00103.jpg,tornado,tornado_test_00103,tornado,wc,claude-opus-4-7
../dataset/test/images/flooding_test_00287.jpg,flooding,flooding_test_00287,flooding,wc,claude-opus-4-7
../dataset/test/images/tornado_test_00011.jpg,tornado,tornado_test_00011,tornado,wc,claude-opus-4-7
../dataset/test/images/snow_test_00009.jpg,snow,snow_test_00009,snow,wc,claude-opus-4-7
../dataset/test/images/wildfire_test_00291.jpg,wildfire,wildfire_test_00291,wildfire,wc,claude-opus-4-7
../dataset/test/images/snow_test_00298.jpg,snow,snow_test_00298,snow,wc,claude-opus-4-7
../dataset/test/images/fog_test_00093.jpg,fog,fog_test_00093,rain,wc,claude-opus-4-7
../dataset/test/images/tornado_test_00005.jpg,tornado,tornado_test_00005,tornado,wc,claude-opus-4-7
../dataset/test/images/tornado_test_00008.jpg,tornado,tornado_test_00008,tornado,wc,claude-opus-4-7
../dataset/test/images/tornado_test_00138.jpg,tornado,tornado_test_00138,flooding,wc,claude-opus-4-7
../dataset/test/images/heavy_rain_test_00024.jpg,rain,heavy_rain_test_00024,rain,wc,claude-opus-4-7
../dataset/test/images/dust_test_00033.jpg,haze/sand/dust,dust_test_00033,haze/sand/dust,wc,claude-opus-4-7
../dataset/test/images/fog_test_00022.jpg,fog,fog_test_00022,fog,wc,claude-opus-4-7
../dataset/test/images/heavy_rain_test_00115.jpg,rain,heavy_rain_test_00115,rain,wc,claude-opus-4-7
../dataset/test/images/snow_test_00071.jpg,snow,snow_test_00071,rain,wc,claude-opus-4-7
../dataset/test/images/dust_test_00120.jpg,haze/sand/dust,dust_test_00120,haze/sand/dust,wc,claude-opus-4-7
../dataset/test/images/tornado_test_00038.jpg,tornado,tornado_test_00038,haze/sand/dust,wc,claude-opus-4-7
../dataset/test/images/heavy_rain_test_00171.jpg,rain,heavy_rain_test_00171,rain,wc,claude-opus-4-7
../dataset/test/images/tornado_test_00050.jpg,tornado,tornado_test_00050,rain,wc,claude-opus-4-7
../dataset/test/images/flooding_test_00334.jpg,flooding,flooding_test_00334,flooding,wc,claude-opus-4-7
../dataset/test/images/flooding_test_00584.jpg,flooding,flooding_test_00584,flooding,wc,claude-opus-4-7
../dataset/test/images/tornado_test_00021.jpg,tornado,tornado_test_00021,tornado,wc,claude-opus-4-7
../dataset/test/images/snow_test_00251.jpg,snow,snow_test_00251,snow,wc,claude-opus-4-7
../dataset/test/images/snow_test_00005.jpg,snow,snow_test_00005,snow,wc,claude-opus-4-7
../dataset/test/images/wildfire_test_00224.jpg,wildfire,wildfire_test_00224,wildfire,wc,claude-opus-4-7
../dataset/test/images/heavy_rain_test_00119.jpg,rain,heavy_rain_test_00119,rain,wc,claude-opus-4-7
../dataset/test/images/flooding_test_00254.jpg,flooding,flooding_test_00254,flooding,wc,claude-opus-4-7
../dataset/test/images/snow_test_00128.jpg,snow,snow_test_00128,snow,wc,claude-opus-4-7
../dataset/test/images/dust_test_00144.jpg,haze/sand/dust,dust_test_00144,fog,wc,claude-opus-4-7
../dataset/test/images/dust_test_00132.jpg,haze/sand/dust,dust_test_00132,fog,wc,claude-opus-4-7
../dataset/test/images/flooding_test_00274.jpg,flooding,flooding_test_00274,flooding,wc,claude-opus-4-7
../dataset/test/images/flooding_test_00300.jpg,flooding,flooding_test_00300,flooding,wc,claude-opus-4-7
../dataset/test/images/flooding_test_00871.jpg,flooding,flooding_test_00871,rain,wc,claude-opus-4-7
../dataset/test/images/heavy_rain_test_00057.jpg,rain,heavy_rain_test_00057,rain,wc,claude-opus-4-7
../dataset/test/images/wildfire_test_00154.jpg,wildfire,wildfire_test_00154,wildfire,wc,claude-opus-4-7
../dataset/test/images/flooding_test_00071.jpg,flooding,flooding_test_00071,flooding,wc,claude-opus-4-7
../dataset/test/images/fog_test_00071.jpg,fog,fog_test_00071,rain,wc,claude-opus-4-7
../dataset/test/images/wildfire_test_00163.jpg,wildfire,wildfire_test_00163,wildfire,wc,claude-opus-4-7
../dataset/test/images/dust_test_00077.jpg,haze/sand/dust,dust_test_00077,fog,wc,claude-opus-4-7
../dataset/test/images/snow_test_00287.jpg,snow,snow_test_00287,snow,wc,claude-opus-4-7
../dataset/test/images/flooding_test_00388.jpg,flooding,flooding_test_00388,flooding,wc,claude-opus-4-7
../dataset/test/images/heavy_rain_test_00101.jpg,rain,heavy_rain_test_00101,rain,wc,claude-opus-4-7
../dataset/test/images/dust_test_00043.jpg,haze/sand/dust,dust_test_00043,fog,wc,claude-opus-4-7
../dataset/test/images/wildfire_test_00002.jpg,wildfire,wildfire_test_00002,wildfire,wc,claude-opus-4-7
../dataset/test/images/flooding_test_00911.jpg,flooding,flooding_test_00911,rain,wc,claude-opus-4-7
../dataset/test/images/tornado_test_00059.jpg,tornado,tornado_test_00059,rain,wc,claude-opus-4-7
../dataset/test/images/heavy_rain_test_00018.jpg,rain,heavy_rain_test_00018,rain,wc,claude-opus-4-7
../dataset/test/images/fog_test_00014.jpg,fog,fog_test_00014,fog,wc,claude-opus-4-7
../dataset/test/images/dust_test_00136.jpg,haze/sand/dust,dust_test_00136,fog,wc,claude-opus-4-7
../dataset/test/images/heavy_rain_test_00194.jpg,rain,heavy_rain_test_00194,rain,wc,claude-opus-4-7
../dataset/test/images/wildfire_test_00010.jpg,wildfire,wildfire_test_00010,wildfire,wc,claude-opus-4-7
../dataset/test/images/wildfire_test_00299.jpg,wildfire,wildfire_test_00299,tornado,wc,claude-opus-4-7
../dataset/test/images/flooding_test_00241.jpg,flooding,flooding_test_00241,flooding,wc,claude-opus-4-7
../dataset/test/images/flooding_test_00807.jpg,flooding,flooding_test_00807,rain,wc,claude-opus-4-7
